date,value
2020-12-18,2290.0
2020-12-21,2290.0
2020-12-22,2290.0
2020-12-23,2290.0
2020-12-24,2290.0
2020-12-25,2290.0
2020-12-28,2290.0
2020-12-29,2290.0
2020-12-30,2290.0
2020-12-31,2290.0
2021-01-04,2290.0
2021-01-05,2290.0
2021-01-06,2290.0
2021-01-07,2290.0
2021-01-08,2290.0
2021-01-11,2290.0
2021-01-12,2290.0
2021-01-13,2290.0
2021-01-14,2310.0
2021-01-15,2310.0
2021-01-18,2315.0
2021-01-19,2315.0
2021-01-20,2315.0
2021-01-21,2315.0
2021-01-22,2320.0
2021-01-25,2340.0
2021-01-26,2340.0
2021-01-27,2350.0
2021-01-28,2355.0
2021-01-29,2360.0
2021-02-01,2360.0
2021-02-02,2360.0
2021-02-03,2360.0
2021-02-04,2360.0
2021-02-05,2360.0
2021-02-08,2360.0
2021-02-09,2360.0
2021-02-10,2360.0
2021-02-18,2360.0
2021-02-19,2360.0
2021-02-22,2360.0
2021-02-23,2350.0
2021-02-24,2350.0
2021-02-25,2350.0
2021-02-26,2350.0
2021-03-01,2350.0
2021-03-02,2350.0
2021-03-03,2350.0
2021-03-04,2350.0
2021-03-05,2350.0
2021-03-08,2350.0
2021-03-09,2350.0
2021-03-10,2350.0
2021-03-11,2350.0
2021-03-12,2350.0
2021-03-15,2350.0
2021-03-16,2350.0
2021-03-17,2350.0
2021-03-18,2350.0
2021-03-19,2350.0
2021-03-22,2350.0
2021-03-23,2350.0
2021-03-24,2350.0
2021-03-25,2350.0
2021-03-26,2350.0
2021-03-29,2350.0
2021-03-30,2350.0
2021-03-31,2350.0
2021-04-01,2350.0
2021-04-02,2350.0
2021-04-06,2350.0
2021-04-07,2350.0
2021-04-08,2350.0
2021-04-09,2350.0
2021-04-12,2350.0
2021-04-13,2350.0
2021-04-14,2350.0
2021-04-15,2350.0
2021-04-16,2350.0
2021-04-19,2350.0
2021-04-20,2350.0
2021-04-21,2350.0
2021-04-22,2350.0
2021-04-23,2350.0
2021-04-26,2350.0
2021-04-27,2350.0
2021-04-28,2350.0
2021-04-29,2350.0
2021-04-30,2350.0
2021-05-06,2350.0
2021-05-07,2350.0
2021-05-10,2350.0
2021-05-11,2360.0
2021-05-12,2360.0
2021-05-13,2360.0
2021-05-14,2360.0
2021-05-17,2380.0
2021-05-18,2390.0
2021-05-19,2390.0
2021-05-20,2390.0
2021-05-21,2400.0
2021-05-24,2400.0
2021-05-25,2405.0
2021-05-26,2410.0
2021-05-27,2410.0
2021-05-28,2410.0
2021-05-31,2410.0
2021-06-01,2420.0
2021-06-02,2425.0
2021-06-03,2425.0
2021-06-04,2425.0
2021-06-07,2425.0
2021-06-08,2425.0
2021-06-09,2425.0
2021-06-10,2425.0
2021-06-11,2425.0
2021-06-15,2425.0
2021-06-16,2425.0
2021-06-17,2425.0
2021-06-18,2425.0
2021-06-21,2425.0
2021-06-22,2425.0
2021-06-23,2425.0
2021-06-24,2425.0
2021-06-25,2425.0
2021-06-28,2425.0
2021-06-29,2425.0
2021-06-30,2425.0
2021-07-01,2425.0
2021-07-02,2425.0
2021-07-05,2425.0
2021-07-06,2425.0
2021-07-07,2425.0
2021-07-08,2425.0
2021-07-09,2425.0
2021-07-12,2425.0
2021-07-13,2425.0
2021-07-14,2425.0
2021-07-15,2425.0
2021-07-16,2425.0
2021-07-19,2425.0
2021-07-20,2405.0
2021-07-21,2405.0
2021-07-22,2405.0
2021-07-23,2405.0
2021-07-26,2405.0
2021-07-27,2405.0
2021-07-28,2405.0
2021-07-29,2405.0
2021-07-30,2405.0
2021-08-02,2425.0
2021-08-03,2440.0
2021-08-04,2445.0
2021-08-05,2455.0
2021-08-06,2465.0
2021-08-09,2470.0
2021-08-10,2480.0
2021-08-11,2480.0
2021-08-12,2480.0
2021-08-13,2490.0
2021-08-16,2490.0
2021-08-17,2500.0
2021-08-18,2510.0
2021-08-19,2530.0
2021-08-20,2540.0
2021-08-23,2550.0
2021-08-24,2555.0
2021-08-25,2575.0
2021-08-26,2605.0
2021-08-27,2625.0
2021-08-30,2655.0
2021-08-31,2665.0
2021-09-01,2715.0
2021-09-02,2835.0
2021-09-03,2935.0
2021-09-06,2985.0
2021-09-07,2985.0
2021-09-08,2985.0
2021-09-09,2995.0
2021-09-10,3015.0
2021-09-13,3115.0
2021-09-14,3195.0
2021-09-15,3245.0
2021-09-16,3295.0
2021-09-17,3355.0
2021-09-22,3375.0
2021-09-23,3435.0
2021-09-24,3440.0
2021-09-27,3470.0
2021-09-28,3550.0
2021-09-29,3650.0
2021-09-30,3810.0
2021-10-08,3870.0
2021-10-11,3900.0
2021-10-12,3920.0
2021-10-13,3920.0
2021-10-14,3920.0
2021-10-15,3960.0
2021-10-18,3980.0
2021-10-19,3990.0
2021-10-20,3990.0
2021-10-21,3990.0
2021-10-22,3990.0
2021-10-25,3990.0
2021-10-26,4010.0
2021-10-27,4010.0
2021-10-28,4010.0
2021-10-29,4010.0
2021-11-02,4010.0
2021-11-03,5010.0
2021-11-04,6011.0
2021-11-05,3995
